road	R851
name	Gopalganj Bus Terminal Link Road
length	1
from	Gopalganj Town
to	Bus Terminal
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1755
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1755&RoadNo=R851
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1755&RoadNo=R851
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1755&RoadNo=R851
