road	R315
name	Mawna-Fulbaria-Kaliakoir-Dhamrai-Nabinagar (Dulivita) Road
length	52
from	Mawna
to	Dulivita
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1375
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1375&RoadNo=R315
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1375&RoadNo=R315
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1375&RoadNo=R315
