road	Z8806
name	Lebukhali-Dumki-Boga-Bauphal-Kalaiya-Dashmina-Galachipa-Amragachhia Road
length	86
from	Lebukhali
to	Amragachhia
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=929
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=929&RoadNo=Z8806
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=929&RoadNo=Z8806
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=929&RoadNo=Z8806
