road	Z5064
name	Baniajuri-Zitka-Harirampur Road
length	25
from	Baniajuri
to	Harirampur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1422
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1422&RoadNo=Z5064
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1422&RoadNo=Z5064
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1422&RoadNo=Z5064
