road	R850
name	Tekerhat-Gopalganj (Haridashpur Bridge)-Mollahhat (Gonapara) Road
length	45
from	Takerhat
to	Gonapara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=906
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=906&RoadNo=R850
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=906&RoadNo=R850
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=906&RoadNo=R850
