road	R585
name	Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road
length	107
from	Gobindagnj
to	Dinajpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=896
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=896&RoadNo=R585
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=896&RoadNo=R585
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=896&RoadNo=R585
