road	Z5504
name	Joypurhat By-Pass Road
length	7
from	Hitchmi
to	Puranpail
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1428
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1428&RoadNo=Z5504
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1428&RoadNo=Z5504
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1428&RoadNo=Z5504
