road	R120
name	Akhaura Town By-Pass Road
length	2
from	Akhura Town By-Pass (Intersection with Z1216)
to	Narayan pur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1632
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1632&RoadNo=R120
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1632&RoadNo=R120
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1632&RoadNo=R120
