road	Z3608
name	Nandail-Atharabari-Kendua Road
length	21
from	Nandail
to	Kendua
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1348
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1348&RoadNo=Z3608
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1348&RoadNo=Z3608
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1348&RoadNo=Z3608
