road	Z3615
name	Trisal (Madhupur Bazar)-Anandaganj-Gouripur (Gazipur) Road
length	22
from	Modhupur Bazar
to	Gazipur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=955
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=955&RoadNo=Z3615
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=955&RoadNo=Z3615
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=955&RoadNo=Z3615
