roadNo	roadId	startChainage	endChainage	width	nrLanes
Z5002	1037	0	0.02	9.15	3
Z5002	1037	0.02	0.7	7.3	2
Z5002	1037	0.7	1.86	6.8	2
Z5002	1037	1.86	2.28	7.3	2
Z5002	1037	2.28	2.84	6.8	2
Z5002	1037	2.84	3.15	7.4	2
Z5002	1037	3.15	8.11	7	2
Z5002	1037	8.11	8.46	7.6	2
Z5002	1037	8.46	13.75	7	2
Z5002	1037	13.75	13.91	7.6	2
Z5002	1037	13.91	15.16	7	2
Z5002	1037	15.16	15.63	10	3
Z5002	1037	15.63	16.96	12.2	4
Z5002	1037	16.96	26.56	6.8	2
Z5002	1037	26.56	26.71	12	3
Z5002	1037	26.71	26.88	7	2
Z5002	1037	26.88	27.86	12	3
Z5002	1037	27.86	29.53	6.8	2
Z5002	1037	29.53	29.68	12	3
Z5002	1037	29.68	32.88	6.8	2
Z5002	1037	32.88	33.12	10	3
Z5002	1037	33.12	36.18	6.8	2
Z5002	1037	36.18	36.58	12	3
Z5002	1037	36.58	37.8	5.7	2
Z5002	1037	37.8	47.93	5.6	2
Z5002	1037	47.93	49.68	5.6	2
Z5002	1037	49.68	53.86	3.8	1
Z5002	1037	53.86	54.03	5.5	2
Z5002	1037	54.03	55.01	4	1.5
Z5002	1037	55.01	61.89	4.2	1.5
Z5002	1037	61.89	62.395	5.7	2
Z5002	1037	62.395	64.79	4.2	1.5
Z5002	1037	64.79	65.14	5.6	2
Z5002	1037	65.14	66.34	4.2	1.5
Z5002	1037	66.34	74.07	5.6	2
Z5002	1037	74.07	75.02	4.2	1.5
Z5002	1037	75.02	78.62	5.6	2
Z5002	1037	78.62	78.64	8.8	2
Z5002	1037	78.64	78.67	19.6	6
