road	Z3601
name	Katiadi (Ujanchar)-Bajitpur-Astogram Road
length	37
from	Ujanchar
to	Ashtogram
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1279
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1279&RoadNo=Z3601
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1279&RoadNo=Z3601
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1279&RoadNo=Z3601
