road	Z2123
name	Monohardi (Kachikata)-Urulia-Bajitpur (Barachapa) Road
length	7
from	Kachikata
to	Barachapa
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1327
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1327&RoadNo=Z2123
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1327&RoadNo=Z2123
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1327&RoadNo=Z2123
