road	Z3025
name	Kapashia-Pabur-Fuldi-Kaliganj Road
length	25
from	Kapashia
to	Kaliganj (Arikhola)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=941
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=941&RoadNo=Z3025
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=941&RoadNo=Z3025
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=941&RoadNo=Z3025
