road	Z1086
name	Sitakunda (Baroirdala)-Hazarikhil-Fatikchhari (Haidchakia) Road
length	23
from	Baroirdala
to	Haidchakia
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1596
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1596&RoadNo=Z1086
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1596&RoadNo=Z1086
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1596&RoadNo=Z1086
