roadNo	roadId	startChainage	endChainage	width	nrLanes
R601	1370	0	0.025	12	3
R601	1370	0.025	0.75	6.5	2
R601	1370	0.75	1.735	5.5	2
R601	1370	1.735	1.985	6.6	2
R601	1370	1.985	4.997	5.5	2
R601	1370	4.997	8.973	5.5	2
R601	1370	8.973	18.425	5.5	2
R601	1370	18.425	18.875	6.6	2
R601	1370	18.875	19.125	8.6	2
R601	1370	19.125	19.375	5.5	2
R601	1370	19.375	19.575	5.5	2
R601	1370	19.575	22.343	5.5	2
R601	1370	22.343	24.408	5.5	2
R601	1370	24.408	33.144	5.5	2
R601	1370	33.144	36.953	5.5	2
R601	1370	36.953	52.435	5.5	2
