roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7603	925	0	0.02	13	4
Z7603	925	0.02	0.849	5.2	1.5
Z7603	925	0.849	2.656	5.2	1.5
Z7603	925	2.656	9.236	5.6	2
Z7603	925	9.236	13.376	5.6	2
Z7603	925	13.376	16.037	5.5	2
Z7603	925	16.037	23.743	5.5	2
Z7603	925	23.743	25.892	3.7	1
Z7603	925	26.148	28.012	3.7	1
Z7603	925	28.012	28.882	3.7	1
Z7603	925	28.882	32.802	4.9	1.5
Z7603	925	32.802	38.815	5.5	2
Z7603	925	43.605	47.282	3.7	1
Z7603	925	47.282	47.482	5.5	2
Z7603	925	47.482	51.542	3.7	1
Z7603	925	51.542	52	5.5	2
