road	Z7464
name	Sadarpur-Jutiadanga-Ashannagar-Hatbolia Road
length	16
from	Sadarpur
to	Hatbolia
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1055
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1055&RoadNo=Z7464
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1055&RoadNo=Z7464
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1055&RoadNo=Z7464
