roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3706	1487	0	1.72	5.5	2
Z3706	1487	1.72	2.72	3.69	1
Z3706	1487	2.72	3.8	5.49	1.5
Z3706	1487	3.8	4.37	3.7	1
Z3706	1487	4.37	4.88	5.5	2
Z3706	1487	4.88	6.5	3.7	1
Z3706	1487	6.5	6.95	5.5	2
Z3706	1487	6.95	8.42	3.65	1
Z3706	1487	8.42	9.5	5.49	1.5
Z3706	1487	9.5	12.76	3.7	1
Z3706	1487	12.76	13.51	5.44	1.5
Z3706	1487	13.51	15.81	3.73	1
Z3706	1487	15.81	16.5	3.6	1
Z3706	1487	16.5	18.6	3.6	1
Z3706	1487	18.6	20.58	4.4	1.5
Z3706	1487	20.58	23.45	3.7	1
Z3706	1487	23.45	25.1	4.6	1.5
Z3706	1487	25.1	25.9	3.63	1
Z3706	1487	25.9	26.856	5.5	2
