road	R170
name	Patiya-Anowara-Banshkhali-Toitong-Pekua-Badarkhali-Chokoria (Eidmoni) Road
length	75
from	Patiya
to	Eidmoni
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1526
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1526&RoadNo=R170
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1526&RoadNo=R170
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1526&RoadNo=R170
