roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3704	971	0	1.1	5.7	2
Z3704	971	1.1	1.74	5.7	2
Z3704	971	1.74	1.82	9	3
Z3704	971	1.82	2.58	5.4	1.5
Z3704	971	2.58	4.5	6.58	2
Z3704	971	4.5	6.58	6.5	2
Z3704	971	6.58	7.78	7.7	2
Z3704	971	7.78	8.81	5.5	2
Z3704	971	8.81	10.98	5.5	2
Z3704	971	10.98	11.84	5.8	2
Z3704	971	11.84	13.23	7	2
Z3704	971	13.23	14.31	5.6	2
Z3704	971	14.31	16.78	5.6	2
Z3704	971	16.78	18.5	7.3	2
Z3704	971	18.5	19.38	5.4	1.5
Z3704	971	19.38	19.98	7.4	2
Z3704	971	19.98	22.42	5.4	1.5
Z3704	971	22.42	23.38	5.4	1.5
Z3704	971	23.38	25.84	5.35	1.5
Z3704	971	25.84	26.78	5.4	1.5
Z3704	971	26.78	27.18	5.8	2
Z3704	971	27.18	27.48	5.8	2
Z3704	971	27.48	28.13	5.8	2
Z3704	971	28.13	31.66	5.5	2
Z3704	971	31.66	32.17	5.5	2
Z3704	971	32.17	34.38	5.5	2
Z3704	971	34.38	36.522	5.55	2
