roadNo	roadId	startChainage	endChainage	width	nrLanes
Z8701	1071	0	0.03	14.4	4
Z8701	1071	0.03	0.04	12.8	4
Z8701	1071	0.04	7.19	5.5	2
Z8701	1071	7.19	11.09	3.7	1
Z8701	1071	11.09	15.16	3.7	1
Z8701	1071	15.16	20.575	3.7	1
Z8701	1071	20.575	21.575	5.5	2
Z8701	1071	21.575	23.415	3.7	1
Z8701	1071	23.415	23.972	5.5	2
Z8701	1071	23.972	24.11	3.7	1
Z8701	1071	24.11	24.562	5.5	2
Z8701	1071	24.562	24.835	3.7	1
Z8701	1071	24.835	28.262	4.8	1.5
Z8701	1071	28.262	36.414	3.7	1
Z8701	1071	36.414	36.505	4.3	1.5
Z8701	1071	36.505	41.928	3.8	1
Z8701	1071	41.928	42.027	5.5	2
Z8701	1071	42.027	47.122	3.7	1
Z8701	1071	47.122	48.428	3.7	1
Z8701	1071	48.428	48.496	5.8	2
Z8701	1071	48.496	50.032	3.7	1
Z8701	1071	50.032	50.689	3.7	1
Z8701	1071	50.689	50.837	5.5	2
Z8701	1071	50.837	55.964	3.7	1
Z8701	1071	55.964	56.137	5.5	2
Z8701	1071	56.137	56.212	3.7	1
Z8701	1071	56.212	56.262	5.5	2
Z8701	1071	56.262	57.487	3.7	1
