road	R152
name	Heako-Ramgarh-Jaliapara Road
length	36
from	Heako
to	Jaliapara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1374
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1374&RoadNo=R152
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1374&RoadNo=R152
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1374&RoadNo=R152
