road	R220
name	Sarail-Nasirnagar-Lakhai-Habiganj Road
length	52
from	Sarail
to	Habiganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1480
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1480&RoadNo=R220
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1480&RoadNo=R220
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1480&RoadNo=R220
