roadNo	roadId	startChainage	endChainage	width	nrLanes
Z2834	1653	0	0.457	3	1
Z2834	1653	0.99	2.138	3	1
Z2834	1653	2.226	8.565	3	1
Z2834	1653	8.565	8.99	3	1
Z2834	1653	8.99	12.136	3	1
Z2834	1653	107.02	107.89	3	1
Z2834	1653	107.89	109.56	3.65	1
Z2834	1653	109.56	110.44	3	1
Z2834	1653	110.44	111.18	3	1
Z2834	1653	111.18	111.74	5.4	1.5
Z2834	1653	111.74	113.17	3	1
Z2834	1653	113.17	113.86	5.4	1.5
Z2834	1653	113.86	115.82	3.7	1
Z2834	1653	115.82	117.962	3.65	1
Z2834	1653	117.962	124.542	3.65	1
Z2834	1653	124.542	133.514	3.65	1
Z2834	1653	133.514	139.482	4.2	1.5
Z2834	1653	139.482	148.54	3.61	1
Z2834	1653	148.54	154.566	3.62	1
Z2834	1653	154.566	161.408	5	1.5
Z2834	1653	161.408	166.45	3.61	1
Z2834	1653	166.45	168.021	5.1	1.5
Z2834	1653	168.021	171.4	3.63	1
