road	Z2014
name	Seola-Sutarkandi Road
length	4
from	Seola (Bridge)
to	Sutarkandi
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1197
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1197&RoadNo=Z2014
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1197&RoadNo=Z2014
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1197&RoadNo=Z2014
