road	Z8038
name	Shikarpur-Uzirpur Road
length	7
from	Shikerpur
to	Uzirpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1169
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1169&RoadNo=Z8038
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1169&RoadNo=Z8038
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1169&RoadNo=Z8038
