roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3031	1328	0	1.1	5.36	1.5
Z3031	1328	1.1	1.78	5.45	1.5
Z3031	1328	1.78	3.983	3.69	1
Z3031	1328	3.983	5.103	5.38	1.5
Z3031	1328	5.103	5.774	3.6	1
Z3031	1328	5.774	6.024	5.41	1.5
Z3031	1328	6.024	8.431	3.62	1
Z3031	1328	8.431	8.531	5.37	1.5
Z3031	1328	8.531	9.482	3.6	1
Z3031	1328	9.482	9.604	5.45	1.5
Z3031	1328	9.604	11.433	3.62	1
Z3031	1328	11.433	11.855	5.42	1.5
Z3031	1328	11.855	13.284	3.62	1
Z3031	1328	13.284	14.314	5.38	1.5
Z3031	1328	14.314	16.32	3.8	1
Z3031	1328	16.32	18.185	5.4	1.5
Z3031	1328	18.185	20.67	5.42	1.5
