road	Z5551
name	Dariapur-Kamarzani Road
length	7
from	Dariapur
to	Kamarzani
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1139
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1139&RoadNo=Z5551
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1139&RoadNo=Z5551
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1139&RoadNo=Z5551
