road	Z5612
name	Shahebganj-Haragachha Road
length	9
from	Shahebganj
to	Haragacha
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1606
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1606&RoadNo=Z5612
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1606&RoadNo=Z5612
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1606&RoadNo=Z5612
