road	Z1439
name	Hatiya (Bhuiyan hat) - Jahajmara Road
length	34
from	Hatiya (Bhuiyan hat)
to	Jahajmara
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1651
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1651&RoadNo=Z1439
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1651&RoadNo=Z1439
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1651&RoadNo=Z1439
