road	Z1603
name	Khagrachhari-Dighinala-Bagaihat-Sajek Road
length	65
from	Khagrachhari
to	Sajek
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1427
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1427&RoadNo=Z1603
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1427&RoadNo=Z1603
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1427&RoadNo=Z1603
