road	Z1041
name	Comilla-Palpara-Burichang-Brahmanpara-Mirpur Road
length	34
from	Comilla (Sasongasa)
to	Mirpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1354
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1354&RoadNo=Z1041
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1354&RoadNo=Z1041
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1354&RoadNo=Z1041
