road	Z1472
name	Sardarbari-Khairhat-Mollarhat-Raipur Road
length	9
from	Sardarbari
to	Raipur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1271
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1271&RoadNo=Z1472
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1271&RoadNo=Z1472
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1271&RoadNo=Z1472
