road	Z2115
name	Monohardi (Hatemdi)-Shakerbazar Road
length	4
from	Hatemdi
to	Shakerbazar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1280
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1280&RoadNo=Z2115
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1280&RoadNo=Z2115
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1280&RoadNo=Z2115
