road	Z5403
name	Kaliakandapara-Kamarkhanda-Ullahpara (Bhutgachha) Road
length	19
from	Kaliakandapara
to	Bhutgachha
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1191
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1191&RoadNo=Z5403
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1191&RoadNo=Z5403
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1191&RoadNo=Z5403
