roadNo	roadId	startChainage	endChainage	width	nrLanes
R760	1158	0	0.05	8.6	2
R760	1158	0.05	3.41	8.6	2
R760	1158	3.41	3.7	7.3	2
R760	1158	3.7	4.5	7.3	2
R760	1158	4.5	4.7	12	3
R760	1158	4.7	5.1	7.3	2
R760	1158	5.1	6	6.7	2
R760	1158	6	9.56	6.1	2
R760	1158	9.56	11.77	6.1	2
R760	1158	11.77	30	6.1	2
R760	1158	30	30.313	8.7	2
R760	1158	30.313	33.73	6.1	2
R760	1158	33.73	41.056	6.1	2
R760	1158	41.056	45.756	6.1	2
R760	1158	45.756	46.594	6.1	2
R760	1158	46.594	50.676	6.1	2
R760	1158	50.676	52.936	9.14	3
R760	1158	52.936	53.166	6.1	2
R760	1158	53.166	53.62	6.2	2
R760	1158	53.62	55.321	6.5	2
R760	1158	55.321	58.438	6.1	2
R760	1158	58.438	58.5	9.14	3
