roadNo	roadId	startChainage	endChainage	width	nrLanes
R820	1476	0	0.3	19.5	4
R820	1476	0.3	5.81	5.55	2
R820	1476	5.81	15.4	5.5	2
R820	1476	15.4	15.9	7.3	2
R820	1476	15.9	18.25	5.52	2
R820	1476	18.25	18.7	7.3	2
R820	1476	18.7	21.35	5.5	2
R820	1476	21.35	21.66	7.3	2
R820	1476	21.66	23.2	5.52	2
R820	1476	23.2	23.6	7.3	2
R820	1476	23.6	27.3	5.5	2
R820	1476	27.3	28.54	7.3	2
R820	1476	28.54	38.42	5.6	2
R820	1476	38.42	46.5	5.62	2
R820	1476	46.5	54.1	5.54	2
R820	1476	54.1	68.7	5.6	2
R820	1476	68.7	70	7.4	2
R820	1476	70	71.98	5.56	2
R820	1476	71.98	72.052	14	4
