road	R172
name	Chokoria-Baderkhali Road
length	17
from	Chokoria
to	Badarkhali
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=899
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=899&RoadNo=R172
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=899&RoadNo=R172
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=899&RoadNo=R172
