road	Z5034
name	Sherpur-Kaigari-Nandigram Road
length	17
from	Sherpur
to	Nandigram
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1103
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1103&RoadNo=Z5034
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1103&RoadNo=Z5034
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1103&RoadNo=Z5034
