road	Z1095
name	Sarikait-Santoshpur Road(Delwar Khan Road in Sandwip Thana)
length	20
from	Sarikait
to	Santoshpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1673
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1673&RoadNo=Z1095
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1673&RoadNo=Z1095
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1673&RoadNo=Z1095
