road	Z2036
name	Shibpur-Bannerbazar-Palas (Taltali) Road
length	14
from	Shibpur
to	Shibpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1450
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1450&RoadNo=Z2036
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1450&RoadNo=Z2036
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1450&RoadNo=Z2036
