roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7707	1712	0	0.01	11	3
Z7707	1712	0.01	1.407	3.7	1
Z7707	1712	1.407	5.161	3.7	1
Z7707	1712	5.161	9.537	3.7	1
Z7707	1712	9.537	14.659	3.7	1
Z7707	1712	14.995	16	3.7	1
Z7707	1712	17.997	19.001	3.7	1
Z7707	1712	19.001	19.439	5.5	2
Z7707	1712	19.439	20.175	3.7	1
Z7707	1712	20.175	22.1	5.5	2
Z7707	1712	22.1	22.61	3.7	1
Z7707	1712	22.61	22.875	5.5	2
Z7707	1712	22.875	28	3.7	1
Z7707	1712	28	28.8	3.7	1
Z7707	1712	28.8	30.005	3.7	1
Z7707	1712	30.8	31	3.7	1
