roadNo	roadId	startChainage	endChainage	width	nrLanes
Z3034	1318	0	0.6	3.56	1
Z3034	1318	0.6	1.9	3.54	1
Z3034	1318	1.9	3.4	3.56	1
Z3034	1318	3.4	4.6	3.59	1
Z3034	1318	4.6	4.78	5.5	2
Z3034	1318	4.78	5.15	3.6	1
Z3034	1318	5.15	5.46	5.49	1.5
Z3034	1318	5.46	7.1	3.57	1
Z3034	1318	7.1	8.9	3.62	1
Z3034	1318	8.9	10.4	3.61	1
Z3034	1318	10.4	11.6	3.57	1
Z3034	1318	11.6	12.8	3.57	1
Z3034	1318	12.8	13.24	5.42	1.5
Z3034	1318	13.24	14.4	5.4	1.5
Z3034	1318	14.4	15.6	3.62	1
Z3034	1318	15.6	17.4	3.6	1
Z3034	1318	17.4	19.1	3.56	1
Z3034	1318	19.1	20.6	3.56	1
Z3034	1318	20.6	22.2	3.62	1
Z3034	1318	22.2	23.097	3.68	1
