road	Z5211
name	Natore (Dalsarak)-Bildahar-Gurudaspur Road
length	28
from	Dalsarak
to	Gurudaspur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1254
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1254&RoadNo=Z5211
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1254&RoadNo=Z5211
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1254&RoadNo=Z5211
