roadNo	roadId	startChainage	endChainage	width	nrLanes
Z8402	1605	0	0.01	12.4	4
Z8402	1605	0.01	1.36	4.6	1.5
Z8402	1605	1.36	2.571	5.5	2
Z8402	1605	2.571	2.597	3.7	1
Z8402	1605	2.597	2.665	5.5	2
Z8402	1605	2.665	2.699	3.7	1
Z8402	1605	2.699	2.812	4.6	1.5
Z8402	1605	2.812	2.907	3.7	1
Z8402	1605	2.907	8.537	5.5	2
Z8402	1605	8.537	11.57	5.5	2
Z8402	1605	11.57	15.926	5.5	2
Z8402	1605	15.926	16.982	3.7	1
Z8402	1605	16.982	17.789	5.5	2
Z8402	1605	17.789	20.834	3.7	1
Z8402	1605	20.834	25.089	5.5	2
Z8402	1605	25.089	28.335	3.7	1
Z8402	1605	28.335	35.456	3.7	1
Z8402	1605	35.456	37.691	3.7	1
