roadNo	roadId	startChainage	endChainage	width	nrLanes
R748	1507	0	0.03	25	4
R748	1507	0.03	0.05	10.7	3
R748	1507	0.05	0.628	7	2
R748	1507	0.628	2.24	6.2	2
R748	1507	2.24	2.77	9.7	3
R748	1507	2.77	4.42	7.5	2
R748	1507	4.42	9.04	5.5	2
R748	1507	9.04	11.735	5.3	1.5
R748	1507	11.735	12.835	5.3	1.5
R748	1507	12.835	13.565	5.3	1.5
R748	1507	13.565	13.875	9.5	3
R748	1507	13.875	18.335	5.3	1.5
R748	1507	18.335	18.625	5.3	1.5
R748	1507	18.625	19.385	5.3	1.5
R748	1507	19.385	30.625	6.2	2
R748	1507	30.625	31.065	5.3	1.5
R748	1507	31.065	31.875	5.3	1.5
R748	1507	31.875	32.155	5.3	1.5
R748	1507	32.155	36.435	6	2
R748	1507	36.435	36.63	8	2
R748	1507	36.63	37.055	5.9	2
R748	1507	37.055	46.615	5.7	2
R748	1507	46.615	47.375	6.2	2
R748	1507	47.375	49.055	5.5	2
R748	1507	49.055	49.765	6.1	2
R748	1507	49.765	51.995	5.5	2
R748	1507	51.995	53.285	7.3	2
R748	1507	53.285	63.03	5.8	2
R748	1507	63.03	65.78	5.2	1.5
R748	1507	65.78	65.872	7.9	2
R748	1507	65.872	65.882	7.9	2
