road	Z8402
name	Faridpur-Hatgazaria-Char Bhadrasson-Sadarpur Road
length	38
from	Faridpur
to	Sadarpur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1605
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1605&RoadNo=Z8402
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1605&RoadNo=Z8402
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1605&RoadNo=Z8402
