road	Z2801
name	Sylhet(Osmani Biman Bandar Bypass)-Salutikar-Companiganj-Bholagaj Road
length	30
from	Osmani Biman Bandar Bypass Point
to	Bholaganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1439
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1439&RoadNo=Z2801
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1439&RoadNo=Z2801
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1439&RoadNo=Z2801
