road	Z1089
name	Mograpara-Anandabazar Road
length	7
from	Morgrapara
to	Anandabazar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1329
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1329&RoadNo=Z1089
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1329&RoadNo=Z1089
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1329&RoadNo=Z1089
