roadNo	roadId	startChainage	endChainage	width	nrLanes
R281	1447	0	1.5	5.54	2
R281	1447	1.5	2.9	5.52	2
R281	1447	2.9	4.2	5.54	2
R281	1447	4.2	5.8	5.8	2
R281	1447	5.8	7.4	5.59	2
R281	1447	7.4	9.1	6	2
R281	1447	9.1	10.6	5.58	2
R281	1447	10.6	12.3	6	2
R281	1447	12.3	13.2	5.52	2
R281	1447	13.2	14.3	5.6	2
R281	1447	14.3	15.6	5.45	1.5
R281	1447	15.6	16.9	5.43	1.5
R281	1447	16.9	17.2	5.54	2
R281	1447	17.2	19.485	5.56	2
R281	1447	19.485	20.985	8	2
R281	1447	20.985	21.76	8.1	2
R281	1447	21.76	23.2	5.49	1.5
R281	1447	23.2	24.9	5.41	1.5
R281	1447	24.9	26.5	5.48	1.5
R281	1447	26.5	27.9	5.44	1.5
R281	1447	27.9	29.2	5.49	1.5
R281	1447	29.2	30.9	5.48	1.5
R281	1447	30.9	32.7	5.44	1.5
R281	1447	32.7	32.9	7.6	2
R281	1447	32.9	33.9	5.43	1.5
R281	1447	33.9	35.4	5.41	1.5
R281	1447	35.4	36.85	5.44	1.5
R281	1447	36.85	37.2	5.42	1.5
R281	1447	37.2	38.4	5.44	1.5
R281	1447	38.4	39.9	5.42	1.5
R281	1447	39.9	41.6	5.44	1.5
R281	1447	41.6	42.8	5.48	1.5
R281	1447	42.8	44.2	5.54	2
R281	1447	44.2	45.7	5.56	2
R281	1447	45.7	47.2	5.44	1.5
R281	1447	47.2	48.22	9.01	3
R281	1447	48.22	50.2	5.52	2
R281	1447	50.2	51.4	5.53	2
R281	1447	51.4	51.75	7.4	2
R281	1447	51.75	53.1	5.58	2
R281	1447	53.1	54.45	5.2	1.5
R281	1447	54.45	55.95	5.53	2
R281	1447	55.95	57.35	5.55	2
R281	1447	57.35	59.1	5.57	2
R281	1447	59.1	60.35	5.56	2
R281	1447	60.35	61.85	5.58	2
R281	1447	61.85	63.1	5.57	2
R281	1447	63.1	64.3	5.9	2
R281	1447	64.3	66.4	11.35	4
R281	1447	66.4	66.75	12	4
R281	1447	66.75	67.5	11.25	4
R281	1447	67.5	68	11	3
R281	1447	68	69.54	5.53	2
R281	1447	69.54	71.3	5.6	2
R281	1447	71.3	72.8	5.57	2
R281	1447	72.8	74.1	5.58	2
R281	1447	74.1	75.6	5.6	2
R281	1447	75.6	76.45	7.42	2
R281	1447	76.45	77.95	5.58	2
R281	1447	77.95	79.2	5.57	2
R281	1447	79.2	80.7	5.58	2
R281	1447	80.7	81.9	5.6	2
R281	1447	81.9	82.801	5.6	2
R281	1447	82.801	82.871	13.1	4
