road	Z7040
name	Fulbari Railgate-Dighalia (Ngarghata)-Arua-Gazirhat-Terokhada Road
length	29
from	Fulbari Railgate
to	Terokhada
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=928
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=928&RoadNo=Z7040
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=928&RoadNo=Z7040
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=928&RoadNo=Z7040
