road	Z2037
name	Gorashal Tan Station-Daladia-Palash (Gabtali)-Fulbaria-Charsindur Road
length	12
from	Gorashal Tan St.
to	Charsindur
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1297
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1297&RoadNo=Z2037
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1297&RoadNo=Z2037
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1297&RoadNo=Z2037
