road	Z2809
name	Osmani Biman Bandar Road
length	8
from	Post Office More at the end of Keean Bridge
to	Osmani Biman Bandar (Intersection with Z2808)
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1679
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1679&RoadNo=Z2809
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1679&RoadNo=Z2809
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1679&RoadNo=Z2809
