road	Z7461
name	Mirpur-Shehala-Pragpur BDR Camp Road
length	35
from	Mirpur (Zia Road)
to	Pragpur BDR Camp
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=999
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=999&RoadNo=Z7461
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=999&RoadNo=Z7461
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=999&RoadNo=Z7461
