roadNo	roadId	startChainage	endChainage	width	nrLanes
Z7404	1026	0	0.015	6.3	2
Z7404	1026	0.015	0.05	6.3	2
Z7404	1026	0.05	0.127	3.7	1
Z7404	1026	0.127	0.639	5.5	2
Z7404	1026	0.639	0.9	4.5	1.5
Z7404	1026	0.9	1.87	5.5	2
Z7404	1026	1.87	2.03	3.7	1
Z7404	1026	2.03	5.304	3.7	1
Z7404	1026	5.304	10.645	3.6	1
Z7404	1026	10.645	11.85	3.7	1
Z7404	1026	11.85	15.655	3.7	1
Z7404	1026	15.655	16.044	5.5	2
Z7404	1026	16.044	29.315	3.6	1
Z7404	1026	29.315	32.215	3.7	1
Z7404	1026	32.215	34.089	3.6	1
Z7404	1026	34.089	41.355	3	1
Z7404	1026	41.355	47.161	3	1
Z7404	1026	47.161	47.512	3.1	1
Z7404	1026	47.512	54.211	3.3	1
Z7404	1026	54.211	55.061	3.7	1
Z7404	1026	55.061	55.961	5.5	2
Z7404	1026	55.961	56.01	9.6	3
Z7404	1026	56.01	56.121	9.6	3
