roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1205	1468	0	0.16	5.5	2
Z1205	1468	0.16	4.075	5.5	2
Z1205	1468	4.075	4.375	5.8	2
Z1205	1468	4.375	7.07	5.5	2
Z1205	1468	7.07	7.89	6	2
Z1205	1468	7.89	11.19	3.8	1
Z1205	1468	11.19	11.29	5.5	2
Z1205	1468	11.29	11.51	5.5	2
Z1205	1468	11.51	11.67	5.5	2
Z1205	1468	11.67	12.57	4	1.5
Z1205	1468	12.57	13	5.5	2
Z1205	1468	13	15.73	3.8	1
Z1205	1468	15.73	16.23	5.5	2
Z1205	1468	16.23	19.77	3.65	1
Z1205	1468	19.77	20.67	5.5	2
Z1205	1468	20.67	21.57	5.5	2
