road	Z1206
name	Companiganj-Nabinagar Road
length	29
from	Companiganj
to	Nabinagar
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=954
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=954&RoadNo=Z1206
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=954&RoadNo=Z1206
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=954&RoadNo=Z1206
