road	Z4604
name	Sherpur (Akher Bazar))-Longorpara-Sribardi (Mamdamari) Road
length	13
from	Akher Bazar
to	Mamdamari
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1239
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1239&RoadNo=Z4604
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1239&RoadNo=Z4604
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1239&RoadNo=Z4604
