roadNo	roadId	startChainage	endChainage	width	nrLanes
Z1034	946	0	0.3	18.8	6
Z1034	946	0.3	0.99	15	4
Z1034	946	0.99	1.16	9.5	3
Z1034	946	1.16	1.5	8.7	2
Z1034	946	1.5	2.77	6.7	2
Z1034	946	2.77	3.11	6.8	2
Z1034	946	3.11	8.08	5.8	2
Z1034	946	8.08	8.24	5.8	2
Z1034	946	8.24	12.75	5.6	2
Z1034	946	12.75	12.985	9	3
Z1034	946	12.985	15.95	5.5	2
Z1034	946	15.95	16.1	8.5	2
Z1034	946	16.1	18.75	5.5	2
Z1034	946	18.75	19.4	8.5	2
Z1034	946	19.4	20.45	5.5	2
Z1034	946	20.45	22.6	4	1.5
Z1034	946	22.6	22.75	5	1.5
Z1034	946	22.75	24.75	4	1.5
Z1034	946	24.75	24.98	5.4	1.5
Z1034	946	24.98	29.806	4	1.5
