road	Z5018
name	Gangachhara-Pirerhat-Monthanahat-Garagram-Nilphamari (Kishoregonj) Road
length	29
from	Gangachhara
to	Kishoreganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1415
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1415&RoadNo=Z5018
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1415&RoadNo=Z5018
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1415&RoadNo=Z5018
