road	Z3603
name	Kishoreganj-Karimganj-Chamraghat-Mithamain Road
length	37
from	Kishoreganj
to	Mithamain
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1492
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1492&RoadNo=Z3603
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1492&RoadNo=Z3603
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1492&RoadNo=Z3603
