road	Z1060
name	R112 to Shekher Jaiga Link Road
length	2
from	Int with R112
to	Shekher Jaiga
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=1743
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=1743&RoadNo=Z1060
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1743&RoadNo=Z1060
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=1743&RoadNo=Z1060
