road	Z7021
name	Arpara-Kaliganj Road
length	30
from	Arpara
to	Kaliganj
detail-file	http://www.rhd.gov.bd/RoadDatabase/roaddetail.asp?RoadID=994
traffic-file	http://www.rhd.gov.bd/RoadDatabase/roadlinktraffic.asp?RoadID=994&RoadNo=Z7021
lrp-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=994&RoadNo=Z7021
divisions-file	http://www.rhd.gov.bd/RoadDatabase/roadlrp.asp?RoadID=994&RoadNo=Z7021
